PFKL,,,,,ACSBG2,,NME7,TYMS,,,TAT,BCKDHB,COLGALT1,SAT1,,,,,TXNDC12,ALG2,,,,NPL,,,,,PLCG1,,LCAT,PTGES2,SGPL1,,GRHPR,,,,,,UGT1A6,,GSTP1,MAOA,UPB1,,CERS1,HK2,,ELOVL6,ACO2,NME3,FPGS,,PIK3CA,MDM2,PIK3CB,,GAR1,RPL15,TNPO1,NCBP1,
PFKM,,,,,,,GUCY2D,UCK2,,,TST,OXCT2,SUV39H2,SMS,,,,,PGD,B4GALT3,,,,FPGT,,,,,PLCG2,,ACHE,PLA2G12A,CERS5,,ACYP1,,,,,,UGT1A5,,CYP2S1,MAOB,UGT2B28,,UGT2B11,HK3,,SCD5,OTC,NME4,ALPI,,PIK3CB,MMP2,PIK3CD,,XRN1,RPL17,IPO5,PABPC3,
PFKP,,,,,,,NT5C,UMPS,,,MRI1,AGXT2,EHMT1,SRM,,,,,RRM1,B4GALT2,,,,UAP1L1,,,,,PI4K2B,,PLA2G3,PLA2G6,B4GALT6,,,,,,,,UGT1A9,,HSD11B1,MGST1,UGT1A10,,PTGES3,IDH1,,ELOVL7,PAH,PNP,ALPL,,PIK3CD,MMP9,PIK3R1,,GNL3L,RPL18,SUMO4,PCF11,
PGAM1,,,,,,,NUDT2,UPP1,,,,AACS,CAMKMT,AGMAT,,,,,RRM2,DPM1,,,,,,,,,PI4K2A,,PCYT1A,PLA2G12B,B4GALT5,,,,,,,,UGT1A4,,GSTK1,MGST2,UGT1A7,,AHCYL1,IDH2,,ACSBG2,PC,NT5E,ALPP,,PIK3R1,NOTCH1,PIK3R2,,RPP25,RPL18A,MAGOH,CPSF3,
PGAM2,,,,,,,HPRT1,CAD,,,,,KMT2D,CNDP1,,,,,SMS,,,,,,,,,,MIOX,,PLA1A,CYP4F2,GAL3ST1,,,,,,,,UGT1A1,,HSD11B1L,MGST3,UGT1A6,,MTHFD2,IDH3A,,ACOX3,PFKL,RRM2B,MTHFD1L,,PIK3R2,NOTCH2,PMAIP1,,HEATR1,RPL19,NCBP1,PELO,
PGM1,,,,,,,APRT,DCTPP1,,,,,SETD7,ALDH4A1,,,,,SRM,,,,,,,,,,MTMR8,,PLA2G1B,PLA2G4C,,,,,,,,,UGT1A3,,MGST1,UGT2B28,UGT1A5,,ADCY2,IDH3B,,ELOVL3,PFKM,AK3,AK5,,PLCG1,NOTCH3,ATP7A,,RBM28,RPL21,NUP88,CPSF2,
PKM,,,,,,,IMPDH1,UCK1,,,,,SETDB2,,,,,,GGCT,,,,,,,,,,INPP5E,,PLA2G2A,AKR1C3,,,,,,,,,RETSAT,,MGST2,UGT1A10,UGT1A9,,NEU3,IDH3G,,CBR4,PFKP,HDDC2,GCH1,,SHC3,NRAS,ATP7B,,NAT10,RPL22,NUP98,PNN,
PGM2,,,,,,,IMPDH2,NT5C1A,,,,,BBOX1,,,,,,CHAC1,,,,,,,,,,MTMR14,,PLA2G4A,CBR1,,,,,,,,,CYP2W1,,MGST3,UGT1A7,UGT1A4,,ALDH1L1,ACADS,,HACD1,PGAM1,NT5C3A,GGCX,,PLCG2,PIK3CA,CYCS,,IMP3,RPL23A,NMD3,PPP1CA,
ACSS2,,,,,,,ITPA,NT5C1B,,,,,DOT1L,,,,,,NAT8,,,,,,,,,,IPPK,,PLA2G5,CBR3,,,,,,,,,CYP26B1,,UGT2B28,UGT1A6,UGT1A1,,PDE10A,ACAT1,,,PGAM2,ENPP1,TPK1,,PRKCA,PIK3CB,POLH,,LSG1,RPL24,IPO11,PPP1CB,
BPGM,,,,,,,HDDC3,ENTPD1,,,,,PHYKPL,,,,,,GSTO1,,,,,,,,,,TPI1,,PLD1,,,,,,,,,,RDH5,,UGT1A10,UGT1A5,UGT1A3,,HPSE,ACAT2,,,PKM,ENPP3,COQ2,,PRKCB,PIK3CD,MAPK1,,NOP10,RPL26,NUP54,PPP1CC,
TPI1,,,,,,,ENTPD8,ENTPD6,,,,,PLOD3,,,,,,,,,,,,,,,,PIP4K2C,,PLD2,,,,,,,,,,RPE65,,UGT1A7,UGT1A9,UCKL1,,ME3,IDNK,,,PRPS1,CMPK1,GCLC,,AXL,PIK3R1,MAPK3,,NHP2,RPL27,PNN,PPP2R3C,
ADPGK,,,,,,,ATIC,ENTPD3,,,,,SETD1A,,,,,,,,,,,,,,,,ITPKC,,CRLS1,,,,,,,,,,UGT2B4,,UGT1A6,UGT1A4,RRM1,,ADCY3,MDH1,,,PRPS2,UCKL1,GCLM,,PRKCG,PIK3R2,BAD,,RIOK2,RPL30,MAGOHB,MAGOHB,
ACSS1,,,,,,,NME1,ENTPD5,,,,,,,,,,,,,,,,,,,,,PIP5K1A,,LPCAT2,,,,,,,,,,UGT2B7,,UGT1A5,UGT1A1,RRM2,,MAN1A2,MDH2,,,PSPH,CTPS2,MAT2B,,MAPK1,SHC3,BAK1,,UTP6,RPL27A,TMEM33,PPP2CA,
FBP2,,,,,,,NME2,ENTPD4,,,,,,,,,,,,,,,,,,,,,PIP5K1B,,ETNK2,,,,,,,,,,PNPLA4,,UGT1A9,UGT1A3,TK1,,UGT2A1,ME1,,,PYCR1,NT5M,GSS,,MAPK3,DLL4,BAX,,NXT2,RPL28,DDX19A,PPP2CB,
LDHAL6B,,,,,,,NME3,,,,,,,,,,,,,,,,,,,,,,PLCD4,,ETNK1,,,,,,,,,,RDH16,,UGT1A4,UGT2B4,TK2,,ACOT2,ME2,,,ALDH18A1,RRM1,GUSB,,PDGFC,MED1,BCL2,,NXF3,RPL29,IPO9,PPP2R1A,
G6PC3,,,,,,,NME4,,,,,,,,,,,,,,,,,,,,,,MTMR1,,GPCPD1,,,,,,,,,,HSD17B6,,UGT1A1,UGT2B7,TPMT,,UQCR11,ALDH6A1,,,BCAT1,RRM2,NME7,,MAP2K1,PRKACB,BCL2L1,,NXF2,RPL31,NDC1,PPP2R1B,
,,,,,,,PNP,,,,,,,,,,,,,,,,,,,,,,INPP4B,,AGPAT3,,,,,,,,,,ALDH1A2,,UGT1A3,,UGT2B4,,SLC27A5,PGAM4,,,BCAT2,TK1,GMPPB,,MAP2K2,PRKACG,REV3L,,REXO1,RPL32,NUP133,PPP2R2A,
,,,,,,,NT5E,,,,,,,,,,,,,,,,,,,,,,SYNJ1,,AGPAT4,,,,,,,,,,LRAT,,SULT2A1,,UGT2B7,,LIAS,ACO1,,,RPE,TK2,GMPPA,,BAD,MAPK1,BID,,PWP2,RPL34,NXT2,PPP2R2B,
,,,,,,,RRM2B,,,,,,,,,,,,,,,,,,,,,,SYNJ2,,ADPRM,,,,,,,,,,,,UGT2B4,,UCK2,,AKR1C4,OGDH,,,SHMT2,TYMS,PSAT1,,BAX,MAPK3,BRCA1,,RAN,RPL35A,NXF3,PPP2R2C,
,,,,,,,AK3,,,,,,,,,,,,,,,,,,,,,,MTMR3,,CHPT1,,,,,,,,,,,,UGT2B7,,UMPS,,ADCY5,ACO2,,,TALDO1,UCK2,HMBS,,RAF1,MAPK8,TOP2A,,NOL6,RPL36AL,NXF2,PPP2R3A,
,,,,,,,PDE11A,,,,,,,,,,,,,,,,,,,,,,MTMR2,,PCYT2,,,,,,,,,,,,AKR7A2,,UPP1,,PRDM7,PC,,,TKT,UPP1,HPD,,BCL2,MAPK11,TOP2B,,TCOF1,RPL37,NUP107,PPP2R5A,
,,,,,,,HDDC2,,,,,,,,,,,,,,,,,,,,,,PLCZ1,,PLA2G2F,,,,,,,,,,,,CBR1,,XDH,,HIBADH,PCCA,,,TPI1,XDH,MMAB,,BCL2L1,MAPK9,TP53,,NXF2B,RPL37A,THOC2,PPP2R5B,
,,,,,,,PDE1A,,,,,,,,,,,,,,,,,,,,,,MTMR6,,ETNPPL,,,,,,,,,,,,CBR3,,UCK1,,NUDT5,PCCB,,,TKTL1,DCTPP1,NMNAT3,,RPS6,MAPK10,XPA,,XPO1,RPL38,RAN,PPP2R5C,
,,,,,,,PDE1C,,,,,,,,,,,,,,,,,,,,,,MTMR7,,LPIN3,,,,,,,,,,,,,,GMPS,,CHIT1,ACOX1,,,TKTL2,UCK1,IDO1,,RPS6KB1,MAPK13,CASP3,,RIOK1,RPL39,RANBP2,PPP2R5D,
,,,,,,,PDE2A,,,,,,,,,,,,,,,,,,,,,,MTMR4,,PLA2G12A,,,,,,,,,,,,,,GSTO1,,TREH,HAO2,,,GPT2,NTPCR,LIPT2,,RPS6KB2,MAP2K1,CASP8,,WDR75,RPL41,RANGAP1,PPP2R5E,
,,,,,,,PDE3A,,,,,,,,,,,,,,,,,,,,,,MINPP1,,PLA2G6,,,,,,,,,,,,,,,,CHKA,PDHA1,,,,NT5C1A,MAT1A,,SHC1,MAP2K2,CASP9,,UTP15,RPL36A,SENP2,DDX19A,
,,,,,,,PDE3B,,,,,,,,,,,,,,,,,,,,,,,,GNPAT,,,,,,,,,,,,,,,,ADCY6,PDHA2,,,,GMPS,MAT2A,,SRC,BAD,PIK3R3,,IMP4,RPLP0,UPF1,WDR33,
,,,,,,,PDE4A,,,,,,,,,,,,,,,,,,,,,,,,PLA2G12B,,,,,,,,,,,,,,,,CHKB,PDHB,,,,NT5C1B,MOCS1,,BRAF,PTK2,FADD,,UTP14C,RPLP1,SEC13,PPP2R2D,
,,,,,,,PDE4B,,,,,,,,,,,,,,,,,,,,,,,,DGKZ,,,,,,,,,,,,,,,,GALNT6,PFKL,,,,ENTPD1,MOCS2,,STAT3,BAX,,,,RPLP2,XPO4,NXT2,
,,,,,,,PDE4C,,,,,,,,,,,,,,,,,,,,,,,,DGKE,,,,,,,,,,,,,,,,GALNT5,PFKM,,,,ENTPD2,MPI,,TGFA,RAF1,,,,MRPL12,RANBP17,NXF3,
,,,,,,,PDE4D,,,,,,,,,,,,,,,,,,,,,,,,PLA2G4C,,,,,,,,,,,,,,,,CA5B,PFKP,,,,ENTPD6,MTHFD2L,,VEGFA,RB1,,,,RPS2,UPF3B,NXF2,
,,,,,,,PDE6A,,,,,,,,,,,,,,,,,,,,,,,,CDS2,,,,,,,,,,,,,,,,SAT2,PGAM1,,,,ENTPD3,MTHFD1,,PDGFD,CCND1,,,,RPS3,UPF3A,PAPOLB,
,,,,,,,PDE6C,,,,,,,,,,,,,,,,,,,,,,,,DGKI,,,,,,,,,,,,,,,,MAN1B1,PGAM2,,,,ENTPD5,NME1,,PIK3R3,BCL2,,,,RPS3A,SUMO3,UPF1,
,,,,,,,PDE6D,,,,,,,,,,,,,,,,,,,,,,,,PCYT1B,,,,,,,,,,,,,,,,HOGA1,PGD,,,,ENTPD4,NME2,,EIF4E2,RPS6KB1,,,,RPS4X,SUMO2,CPSF4L,
,,,,,,,PDE6G,,,,,,,,,,,,,,,,,,,,,,,,PGS1,,,,,,,,,,,,,,,,CYP4F8,PKM,,,,GDA,NME3,,,RPS6KB2,,,,RPS5,TPR,PABPC1L2B,
,,,,,,,PDE6H,,,,,,,,,,,,,,,,,,,,,,,,LPIN2,,,,,,,,,,,,,,,,L3HYPDH,OGDHL,,,,,NME4,,,MAPK12,,,,RPS6,NXF2B,PAPOLG,
,,,,,,,PDE7A,,,,,,,,,,,,,,,,,,,,,,,,PTDSS1,,,,,,,,,,,,,,,,B4GALT7,ACSS2,,,,,PHOSPHO2,,,BIK,,,,RPS7,UBE2I,UPF3B,
,,,,,,,PDE8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADCY7,PRPS1,,,,,AK3,,,SHC1,,,,RPS8,SUMO1,UPF3A,
,,,,,,,PDE9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGAT4A,PRPS2,,,,,COQ6,,,SP1,,,,RPS10,XPO1,NXF2B,
,,,,,,,PDE1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGLL,PSPH,,,,,RDH11,,,SRC,,,,RPS11,NUP37,CPSF7,
,,,,,,,PDE6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2U1,RPE,,,,,LIPT1,,,BRAF,,,,RPS12,THOC6,PABPC1L,
,,,,,,,ENPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDSL,SDHA,,,,,CMPK1,,,TP53,,,,RPS13,NUP85,PABPN1,
,,,,,,,ENPP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADCY8,SDHB,,,,,COQ3,,,NCOA3,,,,RPS14,THOC7,FIP1L1,
,,,,,,,PFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALNT13,SDHC,,,,,PANK1,,,PIK3R3,,,,RPS15,NUP214,SYMPK,
,,,,,,,PGM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADCY9,SDHD,,,,,BCO1,,,,,,,RPS15A,AAAS,RNMT,
,,,,,,,NUDT9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT5C3B,SHMT2,,,,,PMM1,,,,,,,RPS16,SEH1L,RNGTT,
,,,,,,,PPAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CKB,TALDO1,,,,,PMM2,,,,,,,RPS19,THOC3,PABPC4,
,,,,,,,PGM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CKM,TKT,,,,,UGT2B28,,,,,,,RPS20,RAE1,EIF4A3,
,,,,,,,ADCY10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CKMT1B,TPI1,,,,,UGT1A10,,,,,,,RPS21,NUP210L,SMG7,
,,,,,,,ALLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CKMT2,TKTL1,,,,,UGT1A7,,,,,,,RPS23,POM121L2,,
,,,,,,,PRPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOGAT1,ACOX3,,,,,UGT1A6,,,,,,,RPS24,NUP155,,
,,,,,,,PRPS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACSM1,ADPGK,,,,,UGT1A5,,,,,,,RPS26,IPO13,,
,,,,,,,NT5M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALNT15,TKTL2,,,,,UGT1A9,,,,,,,RPS27,NUP93,,
,,,,,,,ADPRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSTO2,ACSS1,,,,,UGT1A4,,,,,,,RPS27A,EIF4A3,,
,,,,,,,RRM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNLIPRP3,MCEE,,,,,UGT1A1,,,,,,,RPS28,POM121,,
,,,,,,,RRM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2R1,CAT,,,,,UGT1A3,,,,,,,RPS29,RBM8A,,
,,,,,,,URAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPH2,GPT2,,,,,PPOX,,,,,,,MRPL17,NUP153,,
,,,,,,,XDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK7,FBP2,,,,,OXSM,,,,,,,MRPS14,,,
,,,,,,,NTPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLD4,SUCLG2,,,,,NADSYN1,,,,,,,MRPL14,,,
,,,,,,,NT5C1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACOT4,SUCLG1,,,,,RFK,,,,,,,MRPS15,,,
,,,,,,,PDE5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEGS2,SUCLA2,,,,,ASPDH,,,,,,,MRPS11,,,
,,,,,,,GMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTFMT,RGN,,,,,CTPS2,,,,,,,MRPS9,,,
,,,,,,,PAPSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HYKK,,,,,,PDXP,,,,,,,MRPS6,,,
,,,,,,,PAPSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA2G4E,,,,,,PTS,,,,,,,MRPS5,,,
,,,,,,,NT5C1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACSM2A,,,,,,BCAT1,,,,,,,MRPL36,,,
,,,,,,,ENTPD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH1A,,,,,,BCAT2,,,,,,,MRPL34,,,
,,,,,,,ENTPD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EARS2,,,,,,PPCDC,,,,,,,MRPL32,,,
,,,,,,,ENTPD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANT1,,,,,,SHMT2,,,,,,,MRPL11,,,
,,,,,,,ENTPD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGT6,,,,,,NMNAT1,,,,,,,MRPL9,,,
,,,,,,,ENTPD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH1B,,,,,,NADK,,,,,,,MRPL1,,,
,,,,,,,ENTPD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFMID,,,,,,SPR,,,,,,,UBA52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX6B2,,,,,,UGDH,,,,,,,MRPL24,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACER1,,,,,,UGP2,,,,,,,RPL14,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH1C,,,,,,UGT2B4,,,,,,,RPL23,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFA11,,,,,,UGT2B7,,,,,,,MRPL33,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3GALT6,,,,,,UMPS,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH4,,,,,,UROD,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH5,,,,,,UROS,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGU,,,,,,CAD,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMPK2,,,,,,VKORC1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBOAT2,,,,,,PANK3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH6,,,,,,PPCS,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACMSD,,,,,,FLAD1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGPP2,,,,,,COASY,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALM,,,,,,COQ5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADH7,,,,,,KMO,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMT,,,,,,PDXK,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UROC1,,,,,,HSD17B6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUDT16,,,,,,GGH,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADK,,,,,,KYNU,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLYCTK,,,,,,NFS1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX4I1,,,,,,RGN,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GNPDA2,,,,,,DHRS3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX5B,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENPP6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NADK2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX6A1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX6A2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX6B1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMBL,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX6C,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACOT12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX7A1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX7A2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX7B,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX7C,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX8A,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3GAT2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX10,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX15,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPOX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOT1L1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HGSNAT,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIP5KL1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGKK,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NANP,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMDHD1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LACC1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDH12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGAT5B,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTH,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANAT,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTPS1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMYD1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPAT2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLB1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPP2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYC1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBOAT1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP1A1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP1A2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2A6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VKORC1L1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2A7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP6V0E2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP3A7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2B6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2C8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2C9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2C18,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP2J2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDH10,,,,,,,,,,,,,,,,
